39546	62900	12392	
58837	70090	3679	
6359	104157	77354	
1430	88074	20215	
89429	99495	56436	
52870	103268	10709	
40768	49509	14723	
6167	35925	14347	
13376	34856	93781	
1530	69955	97713	
108739	105969	78229	
24068	44751	70193	
106862	45087	10320	
68828	57007	53568	
58460	2569	43736	
12920	5655	93220	
28504	105496	6933	
87379	44639	48600	
59326	54740	44017	
36343	18029	81330	
87433	68540	64852	
85526	93735	54827	
4272	47177	92920	
99203	73893	35015	
56256	88292	102966	
28432	51415	26861	
46707	78905	47053	
68436	34335	52575	
66571	6703	5532	
59147	103688	73775	
86918	106561	7188	
84973	14649	23187	
22276	53853	1823	
21682	31611	74350	
63498	36052	107634	
63459	5802	22113	
63492	14252	61948	
28887	59320	24381	
14448	105118	102763	
62928	85813	61094	
106985	58439	44307	
66764	1448	84745	
76068	37228	14130	
108094	34767	63840	
104813	67990	45507	
20934	31784	10307	
93933	87967	49812	
86583	71430	40772	
21068	54951	47805	
46451	39187	86735	
108188	26696	28569	
10016	36040	55207	
57241	78996	88026	
16485	75074	44578	
13142	2886	76048	
69901	104005	16224	
65478	17175	17363	
101087	93515	39027	
107846	93474	88622	
12167	64633	8851	
44758	17680	63029	
44100	64395	88112	
7995	61317	11963	
57730	72720	44578	
874	108622	20277	
107048	22393	70632	
1506	94840	44289	
31571	65743	31652	
86988	12499	105487	
22919	16945	7760	
109913	49490	103082	
59142	14420	84240	
37699	32201	50286	
57818	13346	2182	
18393	100903	48941	
8757	75922	38875	
59564	45963	91888	
108817	66332	102524	
80294	50995	85709	
88269	90325	31894	
19593	69990	68321	
7891	96402	25462	
104637	24719	108598	
109010	92293	56716	
41617	17942	51433	
42920	21968	83596	
29345	106883	58493	
68521	38162	86127	
46892	42084	40027	
39568	96129	45859	
25052	46706	88715	
42366	36292	50874	
21137	22420	61556	
37845	91960	21020	
40198	100924	53230	
105924	16100	17097	
60758	71637	20342	
68995	39680	6232	
33276	72549	13172	
99953	43411	81086	
35099	50794	99832	
48689	47050	56347	
1143	4540	37516	
107476	29182	38021	
60907	17005	69923	
68401	72315	19509	
86286	51150	63491	
83958	109284	46896	
26329	88858	74818	
53001	88296	61719	
1634	80465	43473	
104693	58829	97222	
98091	99601	51085	
57260	60664	61594	
9342	37061	68470	
102744	13536	20028	
35470	79532	84091	
11292	102300	65379	
57904	103933	106204	
47860	5576	18734	
104365	20217	7180	
37934	97461	2506	
14336	65716	64593	
8116	2300	87135	
24967	22585	12856	
10616	37562	23761	
7283	70132	41561	
66383	50432	107125	
85460	57566	50878	
17583	80252	39626	
10707	26824	4759	
16043	77780	84105	
55116	20331	88435	
105473	86193	70345	
3126	53977	83550	
83686	14576	99698	
100189	34605	82254	
19674	42161	59952	
95984	82494	23248	
45085	103553	77353	
25615	2959	103461	
58235	8328	101057	
66495	35941	59754	
43901	25100	23440	
34430	57907	28143	
23053	62785	64597	
67898	102631	86610	
8383	90341	92213	
12410	92100	96991	
19387	101171	29859	
22366	10768	51751	
52776	79284	7227	
34598	17519	47168	
86262	47427	12244	
56046	30549	108764	
14678	2076	48896	
32852	19514	3146	
43723	65614	68251	
2830	95239	66152	
4270	37761	82385	
42402	59396	14105	
23032	62585	26169	
21299	53932	100853	
6570	8844	29682	
27819	63892	75261	
62196	51760	5142	
58177	61685	69691	
25864	9077	20610	
22996	91861	69675	
106980	20687	39508	
70730	69810	95696	
78021	6917	109364	
31082	1030	17814	
80034	9288	109509	
31783	27482	53782	
12736	107421	99169	
60669	81128	8194	
100049	15705	96388	
91901	16560	35609	
19650	77776	57649	
87427	105848	105918	
82596	73457	32809	
82999	80072	66060	
77043	90145	5857	
57939	24901	15269	
36228	102280	2781	
58371	90848	74663	
93343	75874	65623	
87396	43682	6488	
4969	104560	101493	
32770	83441	62295	
80591	96194	32681	
15290	109700	69250	
35465	53332	46531	
96233	50557	34379	
236	55129	22612	
48692	75375	46913	
103316	46579	63056	
2182	26731	109854	
69974	50617	88001	
26685	59906	9685	
35113	6625	71357	
37336	49126	94398	
100795	25148	41867	
44486	41323	81872	
101834	14947	33072	
77639	17437	102528	
105210	53261	11635	
3012	16685	16626	
67347	3597	82068	
73988	30124	30709	
49854	66301	107293	
30372	68022	21206	
48224	30417	13584	
62230	14641	63638	
108527	52204	96988	
19583	60372	13141	
46788	86366	20689	
45018	42432	58111	
27020	46777	65297	
55683	44223	79470	
82142	45195	77804	
78077	43312	65955	
55085	67359	96858	
20504	106777	53511	
41375	36424	73267	
109872	34439	100308	
43677	54149	105037	
15396	80362	85356	
9712	19239	93696	
99312	86697	75749	
51740	98281	53772	
32132	7392	87546	
21847	93475	64919	
19527	78919	82391	
100890	6257	37610	
11423	21147	53568	
76464	38006	69774	
63307	5034	87476	
44535	9671	37461	
5521	16526	89242	
3968	101864	18703	
59995	35768	40547	
97038	77160	78949	
67369	31448	106082	
74029	12864	73541	
17529	109078	86657	
42394	15008	9817	
57447	40715	15709	
11090	51907	93085	
97951	91700	10016	
16457	24316	76681	
101294	99260	82822	
82487	52109	34171	
100250	59998	39159	
82820	37125	15790	
56458	106816	59442	
101894	38384	51957	
64404	48391	21565	
102296	48349	11831	
78725	65615	64809	
14865	5720	87493	
60314	38569	5563	
16710	63440	62109	
44868	93290	67205	
17176	22466	66527	
39202	51280	70502	
108382	13410	61967	
90514	17632	43553	
3758	32076	66218	
107728	8557	22238	
7811	6168	7872	
31550	44358	31511	
27364	100549	594	
69676	105535	68991	
32399	46108	100500	
31278	93260	33007	
46550	83914	22916	
2474	96132	19961	
37919	46473	5987	
59351	45300	38921	
87129	69554	35675	
46191	46149	34853	
66656	50281	14573	
78031	87125	96383	
71055	48047	95983	
50484	55209	16143	
86992	13295	77011	
6122	89989	52497	
2378	62618	46837	
44962	44104	40530	
41562	82925	26287	
101589	58668	996	
84421	12146	51480	
60913	77016	97821	
32080	79707	99586	
50282	10941	57857	
36344	89848	75679	
65430	23709	536	
27669	10617	61796	
22441	34007	34399	
55074	84050	29936	
9120	39506	57179	
88842	6251	11810	
91784	12514	17046	
36538	48514	58938	
85366	104733	59220	
71773	94471	10632	
9821	50376	38247	
106411	91768	107031	
47863	93978	36281	
88932	83238	65242	
105915	109525	94102	
34264	49816	85078	
60161	63915	57584	
107082	86071	100708	
2165	54498	69762	
81408	16019	76233	
6506	17479	95421	
20090	79013	16052	
47970	60398	28390	
32609	25455	102582	
67446	17407	69646	
51953	74000	45119	
3644	59978	53622	
38848	46360	40386	
25634	107077	73046	
77045	54951	59986	
98948	85947	63189	
82243	41156	17710	
15115	56905	7848	
30339	97382	73506	
24828	24999	57720	
53012	93021	29415	
54212	70421	11032	
78572	72390	26218	
48253	100657	81040	
98443	107841	60130	
57118	56207	80259	
24883	66971	74697	
24406	23562	28908	
30750	45997	56138	
23339	99377	29142	
95853	13246	61309	
105101	52077	98981	
80063	9585	105247	
50419	80814	109651	
90892	8068	20344	
55898	22893	65197	
80426	68276	106035	
50320	105083	73383	
55953	46238	10469	
37286	74422	73815	
47746	60655	15882	
12606	65135	40529	
12757	96232	28335	
101626	78519	3	
29199	80415	109175	
11106	55729	108213	
75515	84214	22935	
46155	20912	37129	
87262	68123	58727	
49860	35829	87110	
38460	83601	48904	
104012	97268	28042	
58717	62637	14035	
105680	82218	95577	
105928	84904	41105	
515	84293	86320	
67082	34053	22926	
42607	91435	28285	
106125	89962	30886	
73925	99968	75042	
93983	40945	71968	
69275	55161	49953	
70798	53848	64668	
74949	38908	31362	
13908	41504	91126	
104824	5401	70662	
88539	84815	23847	
68159	54348	49834	
51178	62349	100799	
77094	14263	2714	
102864	51996	29129	
62187	76293	8202	
80759	73345	92349	
18795	77391	58318	
108580	62417	82113	
61044	389	14901	
87050	25641	53037	
35750	6588	74119	
49528	74493	95270	
10640	77434	29665	
73125	17790	3260	
106022	44055	45768	
78464	5793	94983	
59121	60627	93494	
5674	107403	90975	
79234	76517	7849	
36602	24661	1481	
59890	5662	89431	
56316	84672	40678	
41915	71429	108920	
109937	33216	42660	
63797	64774	102596	
82716	82765	96261	
96260	109453	41589	
5174	92751	103586	
48192	13680	42313	
41956	48883	80087	
1050	89817	44020	
64323	106710	51629	
79136	49354	99432	
96059	77243	25113	
2983	50168	105490	
80612	90171	82828	
56189	8743	3400	
22381	38945	1160	
82969	109610	74866	
15852	75672	34002	
17061	21378	13754	
5295	16147	67296	
83912	97234	101401	
89032	38551	28427	
102780	91318	93577	
58148	105371	99289	
51565	41372	107901	
26507	51345	56891	
21161	48911	102536	
78551	12292	92662	
97446	72370	32036	
67182	98119	16893	
75251	76216	73920	
100414	49520	11684	
101022	19465	21088	
76923	25947	87070	
96466	25289	66719	
99167	5631	15509	
84402	35483	31312	
24686	27391	71804	
32330	16948	59605	
103978	2324	62063	
48599	23082	50153	
64368	51043	102406	
77753	23699	96400	
47962	97498	50541	
38032	95992	45868	
14456	4037	108361	
93017	5208	81328	
30321	6507	99145	
8628	75805	18600	
55159	47577	1932	
94633	40362	21693	
47495	81464	90204	
64869	98655	44791	
9448	48097	74081	
87886	2816	17981	
16392	91532	62555	
45795	98991	10687	
13113	86926	6017	
93326	81413	47978	
64255	95875	42406	
108999	19709	14662	
59489	58333	13786	
64565	60879	25881	
69515	84320	108791	
8101	8387	102272	
92679	23765	69248	
2535	64100	99437	
72100	100355	52572	
66321	62015	43677	
35412	40869	39462	
91582	16259	86947	
100322	60384	30634	
79546	70519	40146	
21838	86547	56063	
53638	62100	10303	
25619	31445	56247	
21021	82757	25426	
8697	25640	78285	
7147	24260	14668	
44510	43275	64636	
63593	78404	28413	
106947	27712	11485	
65980	58136	23322	
27121	76725	100061	
11464	63775	92862	
69347	66965	40197	
52768	28164	81624	
14123	97551	62365	
106854	62797	5050	
85638	64948	69988	
52558	101759	21818	
10623	24325	46441	
25763	31443	71899	
6271	107456	109884	
41537	29711	34732	
239	22059	98472	
66490	18366	29013	
27473	55083	33734	
12018	109076	80732	
30665	99652	53846	
57677	19107	19144	
35875	104972	85291	
19176	70970	81487	
58776	14644	61059	
92784	36189	73403	
91449	63682	30866	
91795	30520	3522	
94769	67320	27827	
53498	64490	5041	
51746	98623	65539	
7534	21287	457	
69504	20973	81867	
17379	36587	14300	
40794	38824	2048	
13609	96776	33214	
62551	75046	53326	
5247	24990	33368	
36885	58465	2963	
92942	6686	21912	
7035	2206	82619	
46241	60450	84955	
51006	82159	42591	
7347	80924	74451	
18259	81285	104221	
85684	87086	19408	
83842	89790	3598	
99014	17923	47862	
57126	47055	39557	
65675	6711	21354	
28853	98713	91901	
91726	57572	13880	
14168	94015	89214	
54225	67380	3340	
9672	33744	6360	
9221	7126	14244	
47624	93851	42358	
106148	28391	53999	
252	51420	38749	
101804	5355	46613	
56977	10560	77245	
90482	29571	56485	
55343	77974	74761	
41631	11260	53907	
52083	74014	109509	
45662	57645	41170	
39417	63103	85585	
5054	99591	37060	
64150	43942	91901	
21812	69705	14818	
459	16129	49830	
90005	57050	14999	
36387	92247	52450	
97617	106185	65293	
17580	24634	102608	
57403	36309	74433	
89798	102736	42412	
38486	43660	62319	
63369	45666	80030	
85646	27705	104467	
64716	8007	71642	
54660	93561	66844	
62527	99771	15663	
34663	59376	44187	
3821	70575	11202	
69114	96127	93655	
9518	72381	100840	
38913	58689	40832	
98479	78960	90112	
35554	43715	19179	
4197	105180	82235	
29725	90490	58962	
104959	88009	23681	
60354	81949	38794	
84333	102410	19401	
53657	89697	82406	
16132	106600	20675	
71767	106839	39403	
90973	89615	47948	
73030	57952	84360	
86297	6785	78692	
29124	84746	97161	
37985	47935	103851	
20576	32739	103377	
45087	51076	37358	
13584	45823	65597	
76110	34083	85266	
17808	109432	10865	
90565	63137	15379	
91655	96360	97749	
98141	23032	73621	
49173	21100	89726	
71405	23886	20305	
83343	27745	26854	
50506	51244	92826	
68265	87381	72003	
86773	27985	77852	
16708	55999	64980	
59138	4784	44808	
82215	74504	79565	
1911	60897	63308	
90262	69435	21130	
56366	44911	87672	
92642	88512	10903	
24742	15198	2650	
97698	91661	4232	
60838	68111	87624	
107408	11518	12717	
6344	90723	8760	
95812	25874	100416	
6372	69277	17437	
95887	14470	71485	
20996	108705	46859	
63503	30583	78641	
42873	58301	94604	
78439	48180	69867	
98307	24553	95804	
75824	93415	30878	
85956	65313	38560	
32513	7134	21244	
28453	104782	7457	
47310	103806	81516	
10828	72129	23928	
98343	78181	84070	
24226	89321	3594	
42171	61381	53060	
51289	16009	60992	
83470	33707	92108	
51585	60218	59355	
72304	4287	43871	
92916	46532	81988	
45127	90680	10846	
70968	80838	77853	
98235	22665	8165	
4321	54577	106039	
94266	64767	39875	
104059	79814	1146	
75920	8056	43002	
36054	65304	28266	
56151	63990	55564	
99482	17473	88575	
80321	79971	37407	
62748	108577	109135	
5329	109723	25598	
103035	30174	53316	
64643	87082	99594	
80026	50713	1460	
54816	83562	70691	
21999	69745	27553	
97143	103382	18169	
41578	25418	84133	
107179	88228	2758	
29511	33897	99313	
38423	22482	44651	
108062	75074	105495	
93666	53394	73054	
55195	73729	97618	
19812	109815	9710	
376	23304	98488	
55087	55486	20937	
73574	65274	103694	
56372	90881	89285	
13848	93587	75386	
23069	84991	97651	
106763	76274	30336	
34419	94196	98494	
87632	50040	33507	
63750	5986	94782	
7519	88889	16865	
43064	29681	33462	
4496	89544	49952	
77931	45372	66251	
43672	41864	89226	
54539	48805	30161	
9266	18136	70882	
79202	70919	85665	
45000	73357	97074	
105548	92469	25663	
91787	63637	75980	
63920	95444	78115	
3538	27033	60305	
82310	98460	103024	
77255	13021	20322	
12239	23168	8596	
82816	49203	55657	
83738	80121	93136	
47784	17760	87528	
75874	37261	107358	
41285	1742	41475	
70304	84545	19223	
79539	75917	40942	
62700	4934	53192	
20541	73854	98885	
14783	92677	46640	
78207	18801	95997	
4823	31270	76029	
106982	91009	32406	
75013	36312	87122	
71283	64017	48488	
49721	61982	51616	
29682	52593	66163	
46410	85449	33251	
62178	15409	56392	
2585	107769	66101	
50132	38397	4682	
43574	5824	85696	
22686	55588	19708	
75815	39254	64723	
12748	108368	55673	
75979	224	64482	
1823	85531	8037	
34130	59016	54557	
37511	63954	30810	
36453	93217	62964	
34966	34467	103955	
37068	62310	97320	
109310	6307	93061	
104900	304	23240	
53626	64078	84231	
91585	41331	94606	
8019	59375	71226	
64052	25580	10623	
66742	27163	102620	
43149	106913	35032	
5227	33955	23233	
56492	32934	109152	
23574	9369	17131	
56707	15167	14546	
27380	13910	54009	
71786	17709	43416	
3205	64654	72164	
53427	100660	19183	
86700	77212	93569	
54024	66957	33256	
74604	92846	80731	
5519	45653	10161	
49964	34542	16863	
69419	28709	38672	
55583	24717	95911	
94660	48972	7588	
84682	86898	42737	
8358	59809	39328	
80769	4920	72620	
48621	75112	78972	
76855	53053	91948	
91781	5360	102370	
103410	73849	48742	
71155	82189	100577	
33853	26060	33474	
104784	58813	99073	
73991	105342	11578	
78496	44794	18096	
62095	11122	4653	
8965	44372	51262	
44798	86591	38462	
5547	23285	31036	
16917	18751	47415	
5633	86913	42936	
38136	2930	84029	
109142	94413	13376	
26206	49892	64623	
15375	80525	68609	
84012	23107	28112	
105135	98263	51399	
4871	41464	43184	
51161	45153	86727	
72590	99301	14767	
18010	40264	6557	
12176	49474	26659	
13042	29420	84340	
26981	18273	51373	
97248	36889	7053	
32135	73291	65052	
19220	56184	99979	
20852	51665	81113	
40798	37040	3502	
30997	105399	16633	
79332	3841	61607	
68984	37841	30345	
103380	75234	52404	
48140	62888	15262	
107255	73485	86009	
29480	39321	68699	
108224	13309	45912	
3434	34424	51414	
98056	18912	48454	
56914	8466	100332	
29532	26796	90688	
34106	26956	52033	
54879	35074	76137	
76205	16849	108184	
20796	16486	93172	
77924	43872	24346	
99853	41669	91301	
63506	97420	22797	
17491	78672	70749	
66930	34924	6186	
29451	25138	104827	
41026	51343	107702	
88328	81649	82294	
67825	55885	38224	
64016	5222	13427	
17315	71429	95508	
60997	58194	101890	
68799	92918	13365	
28065	71275	26111	
104956	68967	29111	
70464	13592	67942	
79300	71256	67514	
8355	90945	34864	
42789	97026	104485	
94897	99346	74013	
78119	23686	84385	
59668	56925	9948	
42294	59710	9376	
27509	5736	82797	
48008	99516	75041	
15408	28665	79188	
17218	38561	70666	
1609	100199	101359	
22525	56231	102594	
69591	89888	50969	
12199	25883	96080	
48538	88515	64868	
20164	10408	23962	
3364	54941	31702	
76924	49412	59544	
68192	35203	100988	
60	71913	35323	
14881	61255	39857	
39150	103160	38448	
62723	84379	11369	
91560	50266	17522	
41871	43795	79603	
67247	93291	109020	
91837	84737	49944	
78522	15773	85894	
12010	106605	29742	
57477	106064	43668	
19510	62247	79224	
98623	48532	40738	
84769	72252	89526	
3908	59036	84881	
41175	24905	14268	
103124	82980	107448	
109164	30954	41791	
78864	82767	46554	
96813	100331	49251	
1598	63307	64444	
53679	90485	6638	
8442	31212	35639	
92631	83209	53247	
15095	18021	95105	
71156	334	52036	
21597	70390	16249	
49667	21939	67467	
18769	103571	48635	
37789	41443	2668	
65629	71219	70860	
24170	102059	29838	
9235	109828	20840	
11999	81219	20109	
105685	24854	73475	
17811	27030	82533	
48051	38213	85701	
31971	50357	14866	
4530	76156	26870	
71372	27045	59077	
54568	61036	107954	
87534	86077	23215	
96824	17601	72146	
8893	86326	25478	
29381	6202	34330	
2889	53045	57414	
100168	68019	14181	
11023	99187	19156	
64620	20598	42731	
44860	16527	105683	
68812	3580	65569	
10221	40552	52069	
49150	20181	32795	
10405	1725	39063	
33414	35619	67043	
103837	55308	107489	
65808	35865	77730	
72919	62485	49068	
89056	28577	52739	
42512	6308	101255	
36654	98856	39989	
70149	97265	92146	
23461	51158	90171	
87254	30720	66530	
44312	43630	24705	
54289	97098	24178	
88788	107003	42646	
57791	104422	84013	
98411	98275	93224	
54826	25820	30743	
94163	64540	20495	
74841	25413	46453	
109070	70518	69689	
22039	63931	66336	
10005	92635	20497	
92145	67773	70610	
85909	80925	34581	
66438	26491	35597	
102275	53100	76117	
98333	68883	53929	
101319	91443	80004	
60686	22005	60666	
14928	61313	70381	
24347	106520	36969	
96817	92839	14750	
89398	109661	708	
36124	986	105944	
9889	20690	9400	
22789	92487	102429	
38456	77080	87278	
67315	15395	11126	
37945	8475	10721	
100133	12127	17992	
31421	14882	86727	
48007	67250	78834	
90351	108286	76325	
39552	87129	23396	
6046	68805	8035	
244	62438	108641	
98041	27875	33271	
3833	82220	95597	
104381	80763	97996	
103002	107858	45579	
78964	17613	69905	
6972	57624	67846	
13329	30619	106170	
59885	63518	26229	
89816	32001	39858	
91542	98562	92845	
5635	34767	77977	
66564	47367	27779	
69027	76089	79490	
39358	53227	67293	
93264	37667	59734	
837	64670	62176	
23872	7575	47730	
74288	85381	84962	
64651	65469	78955	
105800	101202	73663	
38156	88217	9024	
102582	108146	77724	
35946	26576	12267	
99004	105032	679	
92636	43549	7171	
100474	96706	88569	
63692	96342	51028	
10220	71833	4337	
79923	60392	95146	
82612	74147	15638	
32122	43378	14212	
94426	31761	79880	
46057	101585	100086	
4531	20265	2842	
77618	100649	76388	
84398	22800	77317	
8781	48221	68128	
65283	75670	104966	
50746	86499	8170	
44179	78240	71149	
16131	69039	48829	
10322	86235	33349	
97593	26187	9360	
82534	74350	5521	
62481	103446	104997	
102440	106501	54084	
105	104904	50747	
92885	51470	46393	
29995	93995	52682	
24138	77547	30215	
19697	2222	76591	
43592	93567	10389	
80168	76334	6797	
92994	54924	57392	
109655	10958	75926	
30918	57989	89448	
54756	13812	88629	
5191	10255	56644	
49401	104190	102920	
71295	4108	45770	
95437	85367	64704	
26059	82234	20532	
44644	83948	63981	
32921	53185	929	
73650	94498	98995	
107661	96125	59821	
16941	36389	94498	
64069	90901	26557	
65056	68599	26132	
77839	51317	19749	
93270	56466	62793	
27971	90038	42746	
87592	55952	48526	
68654	39290	27321	
16109	76756	89473	
61640	54627	62553	
72622	24522	48412	
19773	74161	93247	
59306	69787	55226	
31505	76422	28865	
54535	25427	6142	
88319	100988	64389	
30226	107271	16600	
35853	58368	30965	
34937	11528	26056	
848	59242	51588	
42270	107375	76009	
11415	5534	6245	
104806	2752	100874	
51002	53191	65176	
78111	17064	61224	
35012	75350	96575	
30736	83562	102630	
16133	3423	105950	
14998	70398	42244	
108272	93187	34059	
3635	93441	61330	
3747	42836	42478	
54466	108174	16645	
23200	50386	97633	
93469	29312	82781	
106443	32014	45773	
41259	37315	17131	
88570	61543	21034	
11252	103717	2584	
83871	62943	60770	
15743	105457	80341	
19878	93260	108303	
41622	36719	58589	
61916	31338	86529	
84613	101694	96677	
36523	104852	8629	
27685	7000	24088	
63961	19067	93410	
64704	16636	29524	
26545	63801	48638	
12611	70384	89287	
53103	19309	4528	
100082	100400	67425	
98438	49434	35874	
18770	17952	92168	
16752	96514	89974	
39634	28169	22988	
91	55307	59637	
32894	79426	103029	
4953	24930	26061	
100947	41477	60983	
11776	84960	11146	
89505	40212	37462	
54681	67657	97256	
8460	73527	322	
89138	15199	55132	
48330	44851	100299	
83899	29624	63769	
103686	24012	74281	
51038	33401	108869	
35185	40717	96844	
10487	23168	56181	
54941	59908	46306	
64965	55677	38655	
53027	96295	72935	
64476	53054	4938	
82829	92502	51904	
18568	48049	39103	
81805	60598	108093	
25826	42334	26682	
93696	9364	65110	
35718	105190	94729	
24640	18866	108658	
66931	81879	81800	
89579	104182	81617	
66624	63639	10425	
75517	54104	64626	
67943	3736	105194	
53866	67903	21320	
64086	41067	19155	
19402	14511	48331	
39909	82924	3366	
98095	80156	71453	
69188	64459	10786	
22129	51795	2257	
95097	92753	8762	
18683	82712	31247	
28739	76515	28582	
7174	53786	38687	
73793	31872	78292	
89002	34442	75970	
14425	78925	36481	
65250	73824	37437	
79465	94697	15062	
1806	51048	102787	
87467	13046	44286	
12114	87609	65916	
48383	33954	32097	
12286	38158	52872	
8004	19170	71479	
59524	51595	107076	
92137	41078	73715	
107855	2015	91037	
48040	71367	4090	
59913	7677	16882	
72205	104834	60326	
45687	57796	69298	
106882	19966	59761	
43517	45144	72951	
18820	91793	90220	
89015	55767	103448	
65518	1901	56451	
5466	43488	22499	
81299	81152	73522	
78848	29971	35331	
37884	1642	56932	
106899	43959	91337	
54623	77908	46760	
109206	83987	66338	
24154	85730	100189	
18469	20807	57859	
803	64399	79171	
99113	48301	56418	
83141	73615	106848	
48768	79730	25629	
38600	57434	32648	
103179	42498	13001	
96308	45295	7923	
109835	34128	94839	
77576	79173	52700	
7651	8300	57960	
2568	7417	27375	
100734	4924	72972	
18297	5843	97829	
14631	79643	20928	
94348	61410	39293	
101826	80883	21319	
48474	77625	84623	
54943	34629	42205	
107389	52214	64390	
76603	20563	10797	
26724	89725	71620	
21534	13729	89880	
32766	41049	96493	
7071	13444	55709	
67960	56437	58467	
38499	57383	104495	
30308	98340	109697	
10807	95677	34059	
1655	12061	79572	
103093	90719	83032	
36801	8069	58988	
13626	53838	8180	
88891	103314	18925	
27973	66107	20187	
1479	57927	71530	
67426	30365	81203	
77065	53541	102524	
53302	46427	99526	
39954	55784	40655	
96975	17895	85434	
94855	16447	74347	
22479	43845	66354	
25866	90769	88705	
38879	107630	14132	
8345	33243	82337	
78696	50966	108060	
16172	55768	52054	
84952	62769	12143	
63404	87227	61090	
10890	52192	29622	
34333	26136	59188	
3061	105925	106959	
5636	42953	96285	
60600	33432	69444	
58083	78842	94026	
5780	14070	49060	
20751	90566	3046	
15636	34548	46956	
4247	96997	78807	
92473	69425	28469	
14686	89224	90743	
59412	24887	109245	
38786	65816	91150	
61347	65930	70382	
83460	533	59168	
85899	40898	12696	
105787	107648	99258	
49349	94509	50908	
1862	63957	98065	
76667	38464	50196	
17843	58156	104669	
52488	540	25297	
1015	32459	53608	
40479	74133	11956	
52838	105237	11177	
63477	52891	2522	
68582	29485	46611	
89327	14219	40669	
60998	100291	3393	
48103	87763	30917	
94557	63026	71036	
23140	40994	39530	
75869	64851	19862	
15829	59370	40408	
67391	81264	6340	
3658	21192	99319	
84460	77432	67941	
83779	75925	70630	
273	28245	41023	
75127	19494	53906	
16744	102272	16148	
17871	84577	64687	
27410	43904	108206	
63881	59948	21451	
100999	54287	70475	
64024	40140	26108	
39475	90136	85301	
70446	23110	77230	
67063	63166	70245	
60606	2098	63534	
85910	19745	30343	
75422	4017	99890	
104903	7482	13364	
32424	18231	68980	
11047	59489	40432	
77833	71770	17847	
42514	87875	39034	
51937	91944	14619	
15298	86985	23991	
50216	61230	42357	
11825	90776	96587	
34116	105654	98378	
20586	17495	20922	
25046	15524	73562	
68113	65754	82728	
11966	23382	48241	
78703	57572	78923	
93810	48576	87320	
